Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,14797.0
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,18760.0
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17383,19758.0
US-Canada Border,03/01/2000 12:00:00 AM,Buses,12044,14295.0
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2973,2760.0
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,1076.0
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,558.0
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,19096013,17826217.0
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7221382,6599189.0
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,5442787,7687602.0
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869912,3564451.0
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,2478054,3157392.0
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,573543,508348.0
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,407153,271333.0
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377296,318499.0
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,268268,338090.0
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,209012,243236.0
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207573,161963.0
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,156041,137123.0
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,95618,60264.0
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,67966,44584.0
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,28036,19886.0
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,26137,48267.0
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,16989.0
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,14664.0
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20468,18725.0
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,15337,19848.0
US-Canada Border,02/01/2000 12:00:00 AM,Buses,11564,14350.0
US-Canada Border,02/01/2000 12:00:00 AM,Trains,2718,2760.0
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,1075.0
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,517,559.0
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,20072198,17779426.0
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,7553666,6579304.0
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,5322407,7736877.0
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,3962633,3556155.0
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,2414248,3172874.0
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,562610,507218.0
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,357426,317688.0
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,345201,269794.0
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,234924,340239.0
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,205295,244027.0
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,189184,161396.0
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,153433,136783.0
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,104359,59346.0
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,56803,44329.0
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,31134,19652.0
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,27705,16766.0
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,21114,18675.0
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,20905,48837.0
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,18741,14579.0
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,14747,19954.0
US-Canada Border,01/01/2000 12:00:00 AM,Buses,10534,14430.0
US-Canada Border,01/01/2000 12:00:00 AM,Trains,2573,2764.0
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1037,1076.0
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,495,560.0
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,17701957.0
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,6551334.0
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,7773275.0
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,3538697.0
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2706197,3182803.0
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531633,506698.0
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405789,266900.0
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,316937.0
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,342481.0
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,244616.0
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,160841.0
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,136314.0
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,58648.0
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64679,43896.0
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,49005.0
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,16529.0
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,19521.0
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,18573.0
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,14507.0
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,20031.0
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10447,14515.0
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,2769.0
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1077.0
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,562.0
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19672318,17659123.0
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7323755,6534542.0
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,6349831,7804220.0
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3719917,3534757.0
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,2814074,3190819.0
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,599462,504682.0
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,497486,261887.0
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,315694.0
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306868,343255.0
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,245556.0
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,160368.0
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,136035.0
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,57783.0
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,82135,43065.0
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32282,49369.0
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,19306.0
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,16262.0
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,18506.0
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,14450.0
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,15159,20137.0
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14278,14520.0
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2686,2771.0
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,1072.0
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,563.0
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,20707014,17591393.0
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7619439,6510433.0
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,7285038,7815757.0
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3700771,3531068.0
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicles,3183898,3190973.0
US-Canada Border,10/01/1999 12:00:00 AM,Trucks,601920,502521.0
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Full,470230,257257.0
US-Canada Border,10/01/1999 12:00:00 AM,Bus Passengers,395318,342098.0
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,373179,314417.0
US-Mexico Border,10/01/1999 12:00:00 AM,Bus Passengers,236030,245768.0
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Full,189505,159721.0
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Empty,157229,135564.0
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Full,86405,57147.0
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Empty,78609,42275.0
US-Canada Border,10/01/1999 12:00:00 AM,Pedestrians,44926,49468.0
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Empty,28065,16000.0
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Empty,26064,19156.0
US-Mexico Border,10/01/1999 12:00:00 AM,Buses,23529,18394.0
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Full,19851,14330.0
US-Canada Border,10/01/1999 12:00:00 AM,Train Passengers,18590,20171.0
US-Canada Border,10/01/1999 12:00:00 AM,Buses,15398,14500.0
US-Canada Border,10/01/1999 12:00:00 AM,Trains,2740,2772.0
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,1056.0
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,522,564.0
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,17536581.0
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8054542,7810330.0
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,6491525.0
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,3530228.0
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,3405350,3186101.0
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588852,500559.0
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,448447,252912.0
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,428805,340128.0
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,313346.0
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,245174.0
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,159013.0
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,134886.0
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,56418.0
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70329,41637.0
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52797,49392.0
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,18951.0
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,18243.0
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,24431,20074.0
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,15813.0
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,14185.0
US-Canada Border,09/01/1999 12:00:00 AM,Buses,18072,14419.0
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2574,2776.0
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,1053.0
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,565.0
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,20270823,17472994.0
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,10406124,7749963.0
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicles,7523495,6467526.0
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicles,4094235,3164981.0
US-Mexico Border,08/01/1999 12:00:00 AM,Pedestrians,3763196,3524810.0
US-Canada Border,08/01/1999 12:00:00 AM,Trucks,597454,498305.0
US-Canada Border,08/01/1999 12:00:00 AM,Bus Passengers,519084,335966.0
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Full,445973,248422.0
US-Mexico Border,08/01/1999 12:00:00 AM,Trucks,365554,312132.0
US-Mexico Border,08/01/1999 12:00:00 AM,Bus Passengers,296982,243969.0
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Full,184725,158415.0
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Empty,163799,134214.0
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Full,102915,55337.0
US-Canada Border,08/01/1999 12:00:00 AM,Pedestrians,80060,48679.0
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Empty,76819,40819.0
US-Canada Border,08/01/1999 12:00:00 AM,Train Passengers,33745,19756.0
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Empty,28691,18725.0
US-Mexico Border,08/01/1999 12:00:00 AM,Buses,25943,18063.0
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Empty,24015,15622.0
US-Canada Border,08/01/1999 12:00:00 AM,Buses,20914,14268.0
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Full,20468,14039.0
US-Canada Border,08/01/1999 12:00:00 AM,Trains,2805,2776.0
US-Mexico Border,08/01/1999 12:00:00 AM,Train Passengers,986,1054.0
US-Mexico Border,08/01/1999 12:00:00 AM,Trains,504,566.0
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,20014202,17412489.0
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,10048010,7695248.0
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicles,7615057,6440204.0
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicles,4213561,3140015.0
US-Mexico Border,07/01/1999 12:00:00 AM,Pedestrians,3856641,3516909.0
US-Canada Border,07/01/1999 12:00:00 AM,Bus Passengers,544407,331003.0
US-Canada Border,07/01/1999 12:00:00 AM,Trucks,517183,497856.0
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Full,392045,245003.0
US-Mexico Border,07/01/1999 12:00:00 AM,Trucks,360473,310981.0
US-Mexico Border,07/01/1999 12:00:00 AM,Bus Passengers,317179,242226.0
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Full,202335,157369.0
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Empty,173161,133286.0
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Full,80503,54738.0
US-Canada Border,07/01/1999 12:00:00 AM,Pedestrians,80203,47928.0
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Empty,66373,40211.0
US-Canada Border,07/01/1999 12:00:00 AM,Train Passengers,31441,19478.0
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Empty,27410,18518.0
US-Mexico Border,07/01/1999 12:00:00 AM,Buses,26025,17874.0
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Empty,22399,15461.0
US-Canada Border,07/01/1999 12:00:00 AM,Buses,22135,14081.0
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Full,19151,13917.0
US-Canada Border,07/01/1999 12:00:00 AM,Trains,2706,2777.0
US-Mexico Border,07/01/1999 12:00:00 AM,Train Passengers,1206,1051.0
US-Mexico Border,07/01/1999 12:00:00 AM,Trains,494,568.0
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,20229972,17343770.0
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,8328156,7679811.0
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7503447,6414271.0
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3724795,3511839.0
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicles,3414833,3133312.0
US-Canada Border,06/01/1999 12:00:00 AM,Trucks,596134,495459.0
US-Canada Border,06/01/1999 12:00:00 AM,Bus Passengers,475393,327481.0
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Full,464862,239640.0
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,379890,309300.0
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,311277,240542.0
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,204129,156229.0
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,132561.0
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Full,86361,53967.0
US-Canada Border,06/01/1999 12:00:00 AM,Pedestrians,84100,47046.0
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Empty,74513,39374.0
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Empty,28958,18263.0
US-Canada Border,06/01/1999 12:00:00 AM,Train Passengers,25423,19333.0
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,24824,17704.0
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,23649,15261.0
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19806,13773.0
US-Canada Border,06/01/1999 12:00:00 AM,Buses,19285,13954.0
US-Canada Border,06/01/1999 12:00:00 AM,Trains,2756,2778.0
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1480,1040.0
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,569.0
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,17257937.0
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,7644970.0
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,6382622.0
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3497887.0
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,3131203.0
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,493554.0
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,323837.0
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,233993.0
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,308052.0
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,238989.0
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,155257.0
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,131991.0
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,52597.0
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,46359.0
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,38635.0
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,17940.0
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,17523.0
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,15087.0
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,19292.0
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,13595.0
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18065,13851.0
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2775.0
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1023.0
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,571.0
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,19733584,17194459.0
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,7273817,6359771.0
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,6416075,7676480.0
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,4109917,3482194.0
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicles,2797112,3139770.0
US-Canada Border,04/01/1999 12:00:00 AM,Trucks,572772,491522.0
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Full,436864,228791.0
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,365208,306586.0
US-Canada Border,04/01/1999 12:00:00 AM,Bus Passengers,342981,323346.0
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,302832,237352.0
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,201908,154061.0
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,159246,131292.0
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Full,103082,51302.0
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Empty,67246,37901.0
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Empty,29988,17631.0
US-Canada Border,04/01/1999 12:00:00 AM,Pedestrians,27792,46835.0
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,23484,17370.0
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,23316,14875.0
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,19554,13442.0
US-Canada Border,04/01/1999 12:00:00 AM,Train Passengers,17930,19327.0
US-Canada Border,04/01/1999 12:00:00 AM,Buses,13294,13865.0
US-Canada Border,04/01/1999 12:00:00 AM,Trains,2816,2774.0
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,1257,1017.0
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,490,573.0
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,17099226.0
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,6324666.0
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,7711992.0
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,3451939.0
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699899,3151345.0
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,488806.0
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,221931.0
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,303913.0
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,235246.0
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234546,325683.0
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,152331.0
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,130025.0
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,49863.0
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,36964.0
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,17319.0
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,17180.0
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,24134,47432.0
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,14769.0
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,13304.0
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,19434.0
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10605,13951.0
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2891,2771.0
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,997.0
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,574.0
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,18157552,17070623.0
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicles,6709102,6314276.0
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,5705666,7766217.0
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4171037,3432504.0
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicles,2396230,3171754.0
US-Canada Border,02/01/1999 12:00:00 AM,Trucks,524723,487835.0
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Full,422341,216514.0
US-Mexico Border,02/01/1999 12:00:00 AM,Trucks,338269,302985.0
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,280026,234036.0
US-Canada Border,02/01/1999 12:00:00 AM,Bus Passengers,223511,328444.0
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Full,179244,151604.0
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Empty,147307,129558.0
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Full,99877,48511.0
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Empty,62998,36261.0
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Empty,28366,17020.0
US-Canada Border,02/01/1999 12:00:00 AM,Pedestrians,24990,48039.0
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21748,17057.0
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Full,16394,13220.0
US-Canada Border,02/01/1999 12:00:00 AM,Train Passengers,14324,19572.0
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Empty,13720,14797.0
US-Canada Border,02/01/1999 12:00:00 AM,Buses,10174,14053.0
US-Canada Border,02/01/1999 12:00:00 AM,Trains,2713,2772.0
US-Mexico Border,02/01/1999 12:00:00 AM,Train Passengers,1280,989.0
US-Mexico Border,02/01/1999 12:00:00 AM,Trains,476,577.0
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,19722898,16996949.0
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicles,7291370,6287135.0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,5349130,7833359.0
US-Mexico Border,01/01/1999 12:00:00 AM,Pedestrians,4520426,3402284.0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicles,2276851,3196612.0
US-Canada Border,01/01/1999 12:00:00 AM,Trucks,520907,486917.0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Full,392369,211630.0
US-Mexico Border,01/01/1999 12:00:00 AM,Trucks,320144,302508.0
US-Mexico Border,01/01/1999 12:00:00 AM,Bus Passengers,304144,232088.0
US-Canada Border,01/01/1999 12:00:00 AM,Bus Passengers,188428,332334.0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Full,172150,151033.0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Empty,145128,129126.0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Full,97251,47157.0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Empty,65616,35445.0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Empty,24012,16826.0
US-Mexico Border,01/01/1999 12:00:00 AM,Buses,22501,16906.0
US-Canada Border,01/01/1999 12:00:00 AM,Pedestrians,21096,48787.0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Empty,17068,14734.0
US-Canada Border,01/01/1999 12:00:00 AM,Train Passengers,15547,19684.0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Full,15353,13161.0
US-Canada Border,01/01/1999 12:00:00 AM,Buses,9010,14193.0
US-Canada Border,01/01/1999 12:00:00 AM,Trains,2815,2771.0
US-Mexico Border,01/01/1999 12:00:00 AM,Train Passengers,1131,986.0
US-Mexico Border,01/01/1999 12:00:00 AM,Trains,478,580.0
